stream,default_loss,off_loss,on_loss,default_minus_off,off_minus_on,default_minus_on,decomposition_residual,old_on_loss_minus_on,on_parameter_hash_matches_history,on_training_losses_match_history,off_steps_per_second,on_steps_per_second
0,4.195850700139999,4.191576510667801,4.182285577058792,0.004274189472198486,0.009290933609008789,0.013565123081207275,0.0,0.0,True,True,0.8789200016437675,0.4825852295290338
1,4.180601097643375,4.184652253985405,4.150970175862312,-0.0040511563420295715,0.03368207812309265,0.02963092178106308,0.0,0.0,True,True,0.4635377489115259,0.7515007837033773
2,4.157746225595474,4.152866564691067,4.123636171221733,0.004879660904407501,0.02923039346933365,0.03411005437374115,0.0,0.0,True,True,0.4488597020180898,0.792618061270568
3,4.143656343221664,4.136981874704361,4.125837966799736,0.006674468517303467,0.011143907904624939,0.017818376421928406,0.0,0.0,True,True,0.8284821395542201,0.457011468194115
4,4.219241440296173,4.209073252975941,4.185775443911552,0.010168187320232391,0.023297809064388275,0.033465996384620667,0.0,0.0,True,True,0.4473283565631485,0.48190913207544234
5,4.234056398272514,4.258682951331139,4.224151849746704,-0.024626553058624268,0.03453110158443451,0.009904548525810242,0.0,0.0,True,True,0.4734955542984083,0.45126919473670285
6,4.260372117161751,4.246471256017685,4.229679994285107,0.013900861144065857,0.016791261732578278,0.030692122876644135,0.0,0.0,True,True,0.47554062384283996,0.4501340687153783
7,4.249891392886639,4.238520331680775,4.220293693244457,0.011371061205863953,0.018226638436317444,0.029597699642181396,0.0,0.0,True,True,0.445652494286561,0.4856289296962914
