case_id,status,local_resultant,feedback_resultant,actual_resultant,A_local,A_feedback,A_actual,local_share,feedback_share,recurrence_share,classification
liger_fused_ce_t128,COMPLETE_DERIVED_RESULTANT_ATTRIBUTION,0.01637021265923977,0.35461166501045227,0.3558826446533203,1.71099762346534,3.4942205978566405,3.489051690483752,0.00462291729813684,0.9953770827018633,-1.1102230246251565e-16,FEEDBACK_DOMINATED
phi4_seq64_lmhead_dx,COMPLETE_DERIVED_RESULTANT_ATTRIBUTION,0.000291377742827768,0.0003398155402673442,0.0005017105994282191,1.0291861708725618,5.074792925585688,1.711013147202416,0.43926903148827323,0.5607309685117267,1.1102230246251565e-16,FEEDBACK_DOMINATED
qwen_seq128_lmhead_dx,COMPLETE_DERIVED_RESULTANT_ATTRIBUTION,1.3798537433156237e-05,3.1376109118411686e-05,2.6025988029642177e-05,0.957021059313828,1.1906203871931378,1.5082233054622372,-0.08615057317256575,1.0861505731725656,2.220446049250313e-16,FEEDBACK_DOMINATED
