unit,key_energy_fraction,off_rms,all_rms,key_only_rms,rest_only_rms,complement_checks
0,0.9985233046515651,6.432969511899905,0.00041227068431130706,0.24720498380076597,6.428217996224527,True
1,0.9968514834053563,4.652645899446209,0.00041269756321616263,0.26106775820085076,4.6453156686689105,True
2,0.9965504499046633,4.443166346039368,0.00040440944051938117,0.2609600550813462,4.435496273448527,True
3,0.9959594452319555,3.351938672459417,0.00038784361027449264,0.21306734400597796,3.3451599844058135,True
4,0.9970211151678804,3.588588890201603,0.00039070658007405064,0.19586234747507686,3.5832399188962434,True
5,0.9977227661829882,4.839581801638326,0.0004006730036186981,0.23094679829467046,4.834068240276007,True
6,0.9976643940713593,5.792330059570355,0.00039930193067109766,0.2799324755074425,5.785561812616007,True
7,0.9966245670185445,3.799634131714249,0.0004044913498805868,0.22075312394137594,3.793216017678307,True
